-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2024 through 10/04/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_LW_DWN
-18.5,-62.5,2025,14,36.38
-17.5,-63.5,2025,14,35.49
-17.5,-62.5,2025,14,36.15
-16.5,-63.5,2025,14,36.05
-16.5,-62.5,2025,14,35.84
-18.5,-63.5,2025,15,32.19
-18.5,-62.5,2025,15,34.99
-17.5,-63.5,2025,15,35.27
-17.5,-62.5,2025,15,35.39
-16.5,-63.5,2025,15,35.83
-16.5,-62.5,2025,15,34.89
-18.5,-63.5,2025,16,33.46
-18.5,-62.5,2025,16,35.92
-17.5,-63.5,2025,16,35.44
-17.5,-62.5,2025,16,35.84
-16.5,-63.5,2025,16,35.79
-16.5,-62.5,2025,16,35.44
-18.5,-63.5,2025,17,32.87
-18.5,-62.5,2025,17,36.21
-17.5,-63.5,2025,17,35.4
-17.5,-62.5,2025,17,36.24
-16.5,-63.5,2025,17,35.9
-16.5,-62.5,2025,17,36.08
-18.5,-63.5,2025,18,33.65
-18.5,-62.5,2025,18,36.97
-17.5,-63.5,2025,18,35.52
-17.5,-62.5,2025,18,36.39
-16.5,-63.5,2025,18,36.02
-16.5,-62.5,2025,18,36.03
-18.5,-63.5,2025,19,34.25
-18.5,-62.5,2025,19,37.33
-17.5,-63.5,2025,19,36.11
-17.5,-62.5,2025,19,36.89
-16.5,-63.5,2025,19,36.76
-16.5,-62.5,2025,19,36.49
-18.5,-63.5,2025,20,33.99
-18.5,-62.5,2025,20,36.35
-17.5,-63.5,2025,20,35.89
-17.5,-62.5,2025,20,36.82
-16.5,-63.5,2025,20,36.57
-16.5,-62.5,2025,20,36.38
-18.5,-63.5,2025,21,33.76
-18.5,-62.5,2025,21,36.67
-17.5,-63.5,2025,21,36.17
-17.5,-62.5,2025,21,36.39
-16.5,-63.5,2025,21,36.43
-16.5,-62.5,2025,21,35.9
-18.5,-63.5,2025,22,34.74
-18.5,-62.5,2025,22,36.86
-17.5,-63.5,2025,22,36.63
-17.5,-62.5,2025,22,36.63
-16.5,-63.5,2025,22,36.29
-16.5,-62.5,2025,22,35.81
-18.5,-63.5,2025,23,33.06
-18.5,-62.5,2025,23,36.02
-17.5,-63.5,2025,23,35.66
-17.5,-62.5,2025,23,35.57
-16.5,-63.5,2025,23,35.74
