-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2024 through 10/04/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MIN
-17.5,-63.75,2024,317,19.28
-17.5,-63.125,2024,317,18.27
-17.5,-62.5,2024,317,18.45
-17.0,-63.75,2024,317,19.79
-17.0,-63.125,2024,317,18.81
-17.0,-62.5,2024,317,18.58
-16.5,-63.75,2024,317,19.01
-16.5,-63.125,2024,317,18.84
-16.5,-62.5,2024,317,17.73
-18.5,-63.75,2024,318,12.39
-18.5,-63.125,2024,318,16.85
-18.5,-62.5,2024,318,17.47
-18.0,-63.75,2024,318,13.62
-18.0,-63.125,2024,318,16.98
-18.0,-62.5,2024,318,17.94
-17.5,-63.75,2024,318,17.73
-17.5,-63.125,2024,318,17.02
-17.5,-62.5,2024,318,17.42
-17.0,-63.75,2024,318,19.43
-17.0,-63.125,2024,318,18.15
-17.0,-62.5,2024,318,17.69
-16.5,-63.75,2024,318,19.69
-16.5,-63.125,2024,318,18.43
-16.5,-62.5,2024,318,17.16
-18.5,-63.75,2024,319,13.67
-18.5,-63.125,2024,319,19.06
-18.5,-62.5,2024,319,18.64
-18.0,-63.75,2024,319,14.56
-18.0,-63.125,2024,319,18.59
-18.0,-62.5,2024,319,18.64
-17.5,-63.75,2024,319,19.09
-17.5,-63.125,2024,319,18.85
-17.5,-62.5,2024,319,18.4
-17.0,-63.75,2024,319,19.57
-17.0,-63.125,2024,319,19.04
-17.0,-62.5,2024,319,18.34
-16.5,-63.75,2024,319,19.31
-16.5,-63.125,2024,319,19.33
-16.5,-62.5,2024,319,17.99
-18.5,-63.75,2024,320,14.14
-18.5,-63.125,2024,320,19.99
-18.5,-62.5,2024,320,20.75
-18.0,-63.75,2024,320,16.48
-18.0,-63.125,2024,320,20.38
-18.0,-62.5,2024,320,20.72
-17.5,-63.75,2024,320,21.57
-17.5,-63.125,2024,320,21.58
-17.5,-62.5,2024,320,21.14
-17.0,-63.75,2024,320,22.04
-17.0,-63.125,2024,320,22.26
-17.0,-62.5,2024,320,21.39
-16.5,-63.75,2024,320,22.0
-16.5,-63.125,2024,320,22.56
-16.5,-62.5,2024,320,21.52
-18.5,-63.75,2024,321,17.67
-18.5,-63.125,2024,321,23.5
-18.5,-62.5,2024,321,24.87
-18.0,-63.75,2024,321,17.94
-18.0,-63.125,2024,321,23.64
-18.0,-62.5,2024,321,24.55
-17.5,-63.75,2024,321,23.46
-17.5,-63.125,2024,321,24.04
-17.5,-62.5,2024,321,24.4
-17.0,-63.75,2024,321,24.07
-17.0,-63.125,2024,321,24.97
-17.0,-62.5,2024,321,24.48
-16.5,-63.75,2024,321,24.15
-16.5,-63.125,2024,321,25.1
-16.5,-62.5,2024,321,23.49
-18.5,-63.75,2024,322,19.16
-18.5,-63.125,2024,322,24.42
-18.5,-62.5,2024,322,26.05
-18.0,-63.75,2024,322,19.24
-18.0,-63.125,2024,322,24.45
-18.0,-62.5,2024,322,25.7
-17.5,-63.75,2024,322,24.03
-17.5,-63.125,2024,322,24.82
