-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 10/04/2022 through 10/03/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MIN
-17.5,-62.5,2022,316,25.1
-17.0,-63.75,2022,316,24.41
-17.0,-63.125,2022,316,25.26
-17.0,-62.5,2022,316,25.58
-16.5,-63.75,2022,316,24.82
-16.5,-63.125,2022,316,26.05
-16.5,-62.5,2022,316,24.64
-18.5,-63.75,2022,317,18.85
-18.5,-63.125,2022,317,25.67
-18.5,-62.5,2022,317,26.06
-18.0,-63.75,2022,317,19.06
-18.0,-63.125,2022,317,25.04
-18.0,-62.5,2022,317,26.26
-17.5,-63.75,2022,317,24.09
-17.5,-63.125,2022,317,25.84
-17.5,-62.5,2022,317,26.39
-17.0,-63.75,2022,317,25.7
-17.0,-63.125,2022,317,26.89
-17.0,-62.5,2022,317,26.29
-16.5,-63.75,2022,317,26.82
-16.5,-63.125,2022,317,26.95
-16.5,-62.5,2022,317,24.66
-18.5,-63.75,2022,318,15.05
-18.5,-63.125,2022,318,20.37
-18.5,-62.5,2022,318,21.47
-18.0,-63.75,2022,318,17.08
-18.0,-63.125,2022,318,20.85
-18.0,-62.5,2022,318,22.08
-17.5,-63.75,2022,318,22.33
-17.5,-63.125,2022,318,22.08
-17.5,-62.5,2022,318,22.16
-17.0,-63.75,2022,318,23.23
-17.0,-63.125,2022,318,22.82
-17.0,-62.5,2022,318,22.6
-16.5,-63.75,2022,318,21.96
-16.5,-63.125,2022,318,23.07
-16.5,-62.5,2022,318,22.7
-18.5,-63.75,2022,319,13.99
-18.5,-63.125,2022,319,18.53
-18.5,-62.5,2022,319,19.26
-18.0,-63.75,2022,319,15.95
-18.0,-63.125,2022,319,18.63
-18.0,-62.5,2022,319,19.86
-17.5,-63.75,2022,319,20.05
-17.5,-63.125,2022,319,19.77
-17.5,-62.5,2022,319,20.06
-17.0,-63.75,2022,319,19.2
-17.0,-63.125,2022,319,19.88
-17.0,-62.5,2022,319,20.39
-16.5,-63.75,2022,319,19.41
-16.5,-63.125,2022,319,20.18
-16.5,-62.5,2022,319,20.78
-18.5,-63.75,2022,320,16.03
-18.5,-63.125,2022,320,21.55
-18.5,-62.5,2022,320,21.63
-18.0,-63.75,2022,320,16.5
-18.0,-63.125,2022,320,20.84
-18.0,-62.5,2022,320,21.56
-17.5,-63.75,2022,320,22.05
-17.5,-63.125,2022,320,21.76
